0, 0, 0
0.1, 2.12059e-007, 0
0.2, 3.94518e-007, 0
0.3, 7.24633e-007, 0
0.4, 1.31405e-006, 0
0.5, 2.35258e-006, 0
0.6, 4.15832e-006, 0
0.7, 7.25659e-006, 0
0.8, 1.25023e-005, 0
0.9, 2.1266e-005, 0
1, 3.57128e-005, 0
1.1, 5.92112e-005, 0
1.2, 9.69224e-005, 0
1.3, 0.000156634, 0
1.4, 0.000249912, 0
1.5, 0.000393669, 0
1.6, 0.000612232, 0
1.7, 0.000940029, 0
1.8, 0.00142498, 0
1.9, 0.00213263, 0
2, 0.00315111, 0
2.1, 0.00459678, 0
2.2, 0.0066204, 0
2.3, 0.0094136, 0
2.4, 0.013215, 0
2.5, 0.0183156, 0
2.6, 0.0250621, 0
2.7, 0.0338573, 0
2.8, 0.0451575, 0
2.9, 0.0594631, 0
3, 0.0773047, 0
3.1, 0.0992216, 0
3.2, 0.125732, 0
3.3, 0.1573, 0
3.4, 0.194291, 0
3.5, 0.236928, 0
3.6, 0.285247, 0
3.7, 0.339053, 0
3.8, 0.397882, 0
3.9, 0.46098, 0
4, 0.527292, 0
4.1, 0.595473, 0
4.2, 0.663916, 0
4.3, 0.730811, 0
4.4, 0.794216, 0
4.5, 0.852144, 0
4.6, 0.902668, 0
4.7, 0.944027, 0
4.8, 0.974725, 0
4.9, 0.99362, 0
5, 1, 0
5.1, 0.99362, 0
5.2, 0.974725, 0
5.3, 0.944027, 0
5.4, 0.902668, 0
5.5, 0.852144, 0
5.6, 0.794216, 0
5.7, 0.730811, 0
5.8, 0.663916, 0
5.9, 0.595473, 0
6, 0.527292, 0
6.1, 0.46098, 0
6.2, 0.397882, 0
6.3, 0.339053, 0
6.4, 0.285247, 0
6.5, 0.236928, 0
6.6, 0.194291, 0
6.7, 0.1573, 0
6.8, 0.125732, 0
6.9, 0.0992216, 0
7, 0.0773047, 0
7.1, 0.0594631, 0
7.2, 0.0451575, 0
7.3, 0.0338573, 0
7.4, 0.0250621, 0
7.5, 0.0183156, 0
7.6, 0.013215, 0
7.7, 0.0094136, 0
7.8, 0.0066204, 0
7.9, 0.00459678, 0
8, 0.00315111, 0.185055
8.1, 0.00213263, 0.185055
8.2, 0.00142498, 0.185055
8.3, 0.000940029, 0.185055
8.4, 0.000612232, 0.185055
8.5, 0.000393669, 0.185055
8.6, 0.000249912, 0.185055
8.7, 0.000156634, 0.185055
8.8, 9.69224e-005, 0.185055
8.9, 5.92112e-005, 0.185055
9, 3.57128e-005, 0.185055
9.1, 2.1266e-005, 0.185055
9.2, 1.25023e-005, 0.185055
9.3, 7.25659e-006, 0.185055
9.4, 4.15832e-006, 0.185055
9.5, 2.35258e-006, 0.185055
9.6, 1.31405e-006, 0.185055
9.7, 7.24633e-007, 0.185055
9.8, 3.94518e-007, 0.185055
9.9, 2.12059e-007, 0.185055
10, 1.12535e-007, 0.185055
10.1, 5.89604e-008, 0.185055
10.2, 3.04981e-008, 0.185055
10.3, 1.5575e-008, 0.185055
10.4, 7.85277e-009, 0.185055
10.5, 3.90894e-009, 0.185055
10.6, 1.92104e-009, 0.185055
10.7, 9.32082e-010, 0.185055
10.8, 4.46492e-010, 0.185055
10.9, 2.11161e-010, 0.185055
11, 9.85951e-011, 0.185055
11.1, 4.54504e-011, 0.185055
11.2, 2.06853e-011, 0.185055
11.3, 9.29448e-012, 0.185055
11.4, 4.12317e-012, 0.185055
11.5, 1.80583e-012, 0.185055
11.6, 7.80845e-013, 0.185055
11.7, 3.33344e-013, 0.185055
11.8, 1.40496e-013, 0.185055
11.9, 5.8462e-014, 0.185055
12, 2.40173e-014, 0.185055
12.1, 9.74132e-015, 0
12.2, 3.90078e-015, 0
12.3, 1.54215e-015, 0
12.4, 6.01924e-016, 0
12.5, 2.31952e-016, 0
12.6, 8.82463e-017, 0
12.7, 3.31463e-017, 0
12.8, 1.22918e-017, 0
12.9, 4.50024e-018, 0
13, 1.62666e-018, 0
13.1, 5.80498e-019, 0
13.2, 2.04524e-019, 0
13.3, 7.11426e-020, 0
13.4, 2.44318e-020, 0
13.5, 8.28368e-021, 0
13.6, 2.77288e-021, 0
13.7, 9.1639e-022, 0
13.8, 2.99e-022, 0
13.9, 9.63167e-023, 0
14, 3.06319e-023, 0
14.1, 9.61806e-024, 0
14.2, 2.98155e-024, 0
14.3, 9.12509e-025, 0
14.4, 2.75723e-025, 0
14.5, 8.22528e-026, 0
14.6, 2.42253e-026, 0
14.7, 7.04415e-027, 0
14.8, 2.02222e-027, 0
14.9, 5.73153e-028, 0
15, 1.60381e-028, 0
15.1, 4.43074e-029, 0
15.2, 1.20849e-029, 0
15.3, 3.25422e-030, 0
15.4, 8.65154e-031, 0
15.5, 2.27081e-031, 0
15.6, 5.88451e-032, 0
15.7, 1.5055e-032, 0
15.8, 3.80269e-033, 0
15.9, 9.48293e-034, 0
16, 2.33472e-034, 0
16.1, 5.67504e-035, 0
16.2, 1.3619e-035, 0
16.3, 3.22671e-036, 0
16.4, 7.54774e-037, 0
16.5, 1.74307e-037, 0
16.6, 3.97424e-038, 0
16.7, 8.94611e-039, 0
16.8, 1.98818e-039, 0
16.9, 4.36232e-040, 0
17, 9.44975e-041, 0
17.1, 2.02099e-041, 0
17.2, 4.26727e-042, 0
17.3, 8.89562e-043, 0
17.4, 1.83081e-043, 0
17.5, 3.72008e-044, 0
17.6, 7.46279e-045, 0
17.7, 1.47806e-045, 0
17.8, 2.89017e-046, 0
17.9, 5.5795e-047, 0
18, 1.06343e-047, 0
18.1, 2.00107e-048, 0
18.2, 3.71757e-049, 0
18.3, 6.8186e-050, 0
18.4, 1.23473e-050, 0
18.5, 2.20745e-051, 0
18.6, 3.89629e-052, 0
18.7, 6.78972e-053, 0
18.8, 1.16814e-053, 0
18.9, 1.98416e-054, 0
19, 3.32736e-055, 0
19.1, 5.5089e-056, 0
19.2, 9.00473e-057, 0
19.3, 1.45317e-057, 0
19.4, 2.31529e-058, 0
19.5, 3.64195e-059, 0
19.6, 5.65594e-060, 0
19.7, 8.67192e-061, 0
19.8, 1.31271e-061, 0
19.9, 0, 0

0, 0, 0
0.1, 8.62796e-008, 0
0.2, 2.64665e-007, 0
0.3, 5.10887e-007, 0
0.4, 9.35628e-007, 0
0.5, 1.68753e-006, 0
0.6, 3.0053e-006, 0
0.7, 5.28433e-006, 0
0.8, 9.17346e-006, 0
0.9, 1.57221e-005, 0
1, 2.66025e-005, 0
1.1, 4.44393e-005, 0
1.2, 7.32904e-005, 0
1.3, 0.000119333, 0
1.4, 0.000191827, 0
1.5, 0.000304433, 0
1.6, 0.000476991, 0
1.7, 0.000737841, 0
1.8, 0.00112681, 0
1.9, 0.00169893, 0
2, 0.00252891, 0
2.1, 0.00371645, 0
2.2, 0.00539211, 0
2.3, 0.0077237, 0
2.4, 0.0109227, 0
2.5, 0.0152499, 0
2.6, 0.0210206, 0
2.7, 0.028606, 0
2.8, 0.0384332, 0
2.9, 0.0509793, 0
3, 0.0667604, 0
3.1, 0.0863139, 0
3.2, 0.110174, 0
3.3, 0.138841, 0
3.4, 0.17274, 0
3.5, 0.212181, 0
3.6, 0.257311, 0
3.7, 0.30807, 0
3.8, 0.364149, 0
3.9, 0.42496, 0
4, 0.489615, 0
4.1, 0.556931, 0
4.2, 0.625443, 0
4.3, 0.693448, 0
4.4, 0.759065, 0
4.5, 0.820322, 0
4.6, 0.875246, 0
4.7, 0.921968, 0
4.8, 0.958832, 0
4.9, 0.984486, 0
5, 0.99797, 0
5.1, 0.998772, 0
5.2, 0.986861, 0
5.3, 0.962692, 0
5.4, 0.927172, 0
5.5, 0.881607, 0
5.6, 0.827621, 0
5.7, 0.767061, 0
5.8, 0.701892, 0
5.9, 0.634094, 0
6, 0.565561, 0
6.1, 0.498021, 0
6.2, 0.432971, 0
6.3, 0.371632, 0
6.4, 0.314928, 0
6.5, 0.263482, 0
6.6, 0.217639, 0
6.7, 0.177486, 0
6.8, 0.142902, 0
6.9, 0.113593, 0
7, 0.0891485, 0
7.1, 0.0690748, 0
7.2, 0.0528408, 0
